"id"	"disease_code"	"disease_name"	"diseaseICD"	"disease_category"
"20826"	"FCSTDQTSSYSSG"	"帆船(赛艇)的其他水上运输事故"	"V94.451"	"其它暂时无法归类的"
"20827"	"DMZDQTSSYSSG"	"独木舟的其他水上运输事故"	"V94.551"	"其它暂时无法归类的"
"20828"	"KCQXCDQTSSYSSG"	"可充气小船的其他水上运输事故"	"V94.651"	"其它暂时无法归类的"
"20829"	"HSBDQTSSSG"	"滑水板的其他水上事故"	"V94.751"	"其它暂时无法归类的"
"20830"	"CLBDQTSSSG"	"冲浪板的其他水上事故"	"V94.851"	"其它暂时无法归类的"
"20831"	"HSSBXCZJ"	"滑水时被小船撞击"	"V94.951"	"其它暂时无法归类的"
"20832"	"ZSFJSGSJCY"	"直升飞机事故，伤及乘员"	"V95.051"	"其它暂时无法归类的"
"20833"	"CQXQXHDLHXJSGSJCY"	"超轻型、轻型或动力滑翔机事故，伤及乘员"	"V95.151"	"其它暂时无法归类的"
"20834"	"QTYGDJYDSRFJSGSJCY"	"其他有固定机翼的私人飞机事故，伤及乘员"	"V95.251"	"其它暂时无法归类的"
"20835"	"YGDJYDSYFJSGSJCY"	"有固定机翼的商用飞机事故，伤及乘员"	"V95.351"	"其它暂时无法归类的"
"20836"	"HTFXQSGSJCY"	"航天飞行器事故，伤及乘员"	"V95.451"	"其它暂时无法归类的"
"20837"	"QTFXQSGSJCY"	"其他飞行器事故，伤及乘员"	"V95.851"	"其它暂时无法归类的"
"20838"	"WTDZFXQSGSJCY"	"未特的指飞行器事故，伤及乘员"	"V95.951"	"其它暂时无法归类的"
"20839"	"QQSGSJCY"	"气球事故，伤及乘员"	"V96.051"	"其它暂时无法归类的"
"20840"	"XDHXJSGSJCY"	"悬吊滑翔机事故，伤及乘员"	"V96.151"	"其它暂时无法归类的"
"20841"	"WDLHXJSGSJCY"	"(无动力)滑翔机事故，伤及乘员"	"V96.251"	"其它暂时无法归类的"
"20842"	"QTWDLFXQSGSJCY"	"其他无动力飞行器事故，伤及乘员"	"V96.851"	"其它暂时无法归类的"
"20843"	"WTZDWDLFXQSGSJCY"	"未特指的无动力飞行器事故，伤及乘员"	"V96.951"	"其它暂时无法归类的"
"20844"	"ZQTTZKZYSSGZFXQCYDSS"	"在其他特指空中运输事故中飞行器乘员的损伤"	"V97.051"	"损伤"
"20845"	"ZSXFXQSDRYSS"	"在上下飞行器时的人员损伤"	"V97.151"	"损伤"
"20846"	"KZYSSGZTSZDSS"	"空中运输事故中跳伞者的损伤"	"V97.251"	"损伤"
"20847"	"KZYSSGZDMRYDSS"	"空中运输事故中地面人员的损伤"	"V97.351"	"损伤"
"20848"	"QTKZYSSG"	"其他空中运输事故，NEC"	"V97.851"	"其它暂时无法归类的"
"20849"	"HXJKCDYSSG"	"滑雪架空车的运输事故"	"V98.051"	"其它暂时无法归类的"
"20850"	"YDLDHXLCDYSSG"	"有吊篮的滑雪缆车的运输事故"	"V98.052"	"其它暂时无法归类的"
"20851"	"SSKTDYSSG"	"水上快艇的运输事故"	"V98.053"	"其它暂时无法归类的"
"20852"	"YSSG"	"运输事故 NOS"	"V99.951"	"其它暂时无法归类的"
"20853"	"ZXPMSDD"	"在雪平面上跌倒"	"W00.951"	"其它暂时无法归类的"
"20854"	"ZTYPMSHD"	"在同一平面上滑倒"	"W01.951"	"其它暂时无法归类的"
"20855"	"LBSDD"	"溜冰时跌倒"	"W02.951"	"其它暂时无法归类的"
"20856"	"TYYDZBTZD"	"体育运动中被推(撞)倒"	"W03.351"	"其它暂时无法归类的"
"20857"	"BBRTDHZD"	"被别人推倒或撞倒"	"W03.951"	"其它暂时无法归类的"
"20858"	"BBRYSSDD"	"被别人运送时跌倒"	"W04.951"	"其它暂时无法归类的"
"20859"	"CLYSDL"	"从轮椅上跌落"	"W05.951"	"其它暂时无法归类的"
"20860"	"ZJZCCSDL"	"在家中从床上跌落"	"W06.051"	"其它暂时无法归类的"
"20861"	"CYZHCSDL"	"从椅子或床上跌落"	"W07.951"	"其它暂时无法归类的"
"20862"	"ZJZCJJSDL"	"在家中从家具上跌落"	"W08.051"	"其它暂时无法归类的"
"20863"	"ZYLCCSBSDL"	"在游乐场从设备上跌落"	"W09.351"	"其它暂时无法归类的"
"20864"	"CLTHTJSDL"	"从楼梯或台阶上跌落"	"W10.951"	"其它暂时无法归类的"
"20865"	"CZDFTDL"	"从自动扶梯跌落"	"W10.952"	"其它暂时无法归类的"
"20866"	"CTZHTJSDL"	"从梯子或台阶上跌落"	"W11.951"	"其它暂时无法归类的"
"20867"	"CJSJSDL"	"从脚手架上跌落"	"W12.951"	"其它暂时无法归类的"
"20868"	"ZGYHJZQCFWSDL"	"在工业或建筑区从房屋上跌落"	"W13.651"	"其它暂时无法归类的"
"20869"	"CJZWSDL"	"从建筑物上跌落"	"W13.652"	"其它暂时无法归类的"
"20870"	"CSSDL"	"从树上跌落"	"W14.851"	"其它暂时无法归类的"
"20871"	"CQBDL"	"从峭壁跌落"	"W15.851"	"其它暂时无法归类的"
"20872"	"QSHTSSG"	"潜水或跳水事故"	"W16.951"	"其它暂时无法归类的"
"20873"	"DRJZ"	"跌入井中"	"W17.851"	"其它暂时无法归类的"
"20874"	"DRPSKHJXK"	"跌入排水孔或检修孔"	"W17.852"	"其它暂时无法归类的"
"20875"	"CYPMZLYPMDDL"	"从一平面至另一平面的跌落"	"W17.951"	"其它暂时无法归类的"
"20876"	"DRDXHDMKK"	"跌入洞穴或地面开口"	"W17.952"	"口部疾病"
"20877"	"HDHSD"	"滑倒或摔倒"	"W18.951"	"其它暂时无法归类的"
"20878"	"ZTYPMSHDBDHSD"	"在同一平面上滑倒、绊倒或摔倒"	"W18.952"	"其它暂时无法归类的"
"20879"	"ZXSS"	"自行摔伤"	"W19.951"	"其它暂时无法归类的"
"20880"	"DD"	"跌倒 NOS"	"W19.952"	"其它暂时无法归类的"
"20881"	"TFBBZX"	"塌方不伴窒息"	"W20.851"	"其它暂时无法归类的"
"20882"	"BZLWTJZ"	"被坠落物体击中"	"W20.951"	"其它暂时无法归类的"
"20883"	"BSLZDJZ"	"被塑料子弹击中"	"W20.952"	"其它暂时无法归类的"
"20884"	"BWTJZ"	"被物体击中"	"W20.953"	"其它暂时无法归类的"
"20885"	"ZTYHYDQYTYYDZDSS"	"在体育或运动区域体育运动中的损伤"	"W21.351"	"损伤"
"20886"	"BLSCZ"	"被流水冲撞"	"W22.951"	"其它暂时无法归类的"
"20887"	"RBWTCZ"	"人被物体冲撞"	"W22.952"	"其它暂时无法归类的"
"20888"	"BJZWTJY"	"被静止物体挤压"	"W23.951"	"其它暂时无法归类的"
"20889"	"BYDWTJY"	"被运动物体挤压"	"W23.952"	"其它暂时无法归类的"
"20890"	"QZJQHZZZCDSG"	"起重机器和装置造成的事故"	"W24.651"	"其它暂时无法归类的"
"20891"	"JSJGJQZCDSG"	"金属加工机器造成的事故"	"W24.652"	"其它暂时无法归类的"
"20892"	"CDJXZCDSG"	"传动机械造成的事故"	"W24.653"	"其它暂时无法归类的"
"20893"	"BLGS"	"玻璃割伤"	"W25.951"	"其它暂时无法归类的"
"20894"	"JXZYWDCS"	"军训中意外刀刺伤"	"W26.851"	"其它暂时无法归类的"
"20895"	"DCS"	"刀刺伤"	"W26.951"	"其它暂时无法归类的"
"20896"	"JCS"	"箭刺伤"	"W26.952"	"其它暂时无法归类的"
"20897"	"FDLSGGJHQJSFCZSJD"	"非动力手工工具和器具伤(斧、叉子、手锯等)"	"W27.951"	"其它暂时无法归类的"
"20898"	"CTZCDSS"	"锄头造成的损伤"	"W27.952"	"损伤"
"20899"	"DLGCJZCDSG"	"动力割草机造成的事故"	"W28.951"	"其它暂时无法归类的"
"20900"	"DLJTYJZCDSG"	"动力家庭用具造成的事故"	"W29.951"	"其它暂时无法归类的"
"20901"	"DLSGGJZCDSG"	"动力手工工具造成的事故"	"W29.952"	"其它暂时无法归类的"
"20902"	"SGGJHQJCCDSS"	"手工工具和器具超成的损伤"	"W29.953"	"损伤"
"20903"	"DLQS"	"刀类切伤"	"W29.954"	"其它暂时无法归类的"
"20904"	"ZNCNRJZCDSG"	"在农场内燃机造成的事故"	"W30.751"	"其它暂时无法归类的"
"20905"	"ZNCNYJQZCDSG"	"在农场农用机器造成的事故"	"W30.752"	"其它暂时无法归类的"
"20906"	"ZGYHJZQYMGJQZCDSG"	"在工业或建筑区域木工机器造成的事故"	"W31.651"	"其它暂时无法归类的"
"20907"	"ZGYHJZQYDLSGJXZCDSG"	"在工业或建筑区域道路施工机械造成的事故"	"W31.652"	"其它暂时无法归类的"
"20908"	"ZGYHJZQYCKHZJJXZCDSG"	"在工业或建筑区域采矿和钻井机械造成的事故"	"W31.653"	"其它暂时无法归类的"
"20909"	"JQZCDSG"	"机器造成的事故 NOS"	"W31.951"	"其它暂时无法归类的"
"20910"	"SQYWSJS"	"手枪意外射击伤"	"W32.951"	"其它暂时无法归类的"
"20911"	"BFJYQWS"	"被非军用枪误伤"	"W33.951"	"其它暂时无法归类的"
"20912"	"BJYHQWS"	"被军用火器误伤"	"W33.952"	"其它暂时无法归类的"
"20913"	"BDLLFQWS"	"被打猎来复枪误伤"	"W33.953"	"其它暂时无法归类的"
"20914"	"HQSJYQDSG"	"火器射击引起的事故"	"W34.951"	"其它暂时无法归类的"
"20915"	"YWSJS"	"意外射击伤"	"W34.952"	"其它暂时无法归类的"
"20916"	"TZDHQS"	"特指的火器伤"	"W34.953"	"其它暂时无法归类的"
"20917"	"HQS"	"火器伤 NOS"	"W34.954"	"其它暂时无法归类的"
"20918"	"GLBZ"	"锅炉爆炸"	"W35.951"	"其它暂时无法归类的"
"20919"	"TZDYLRQBZ"	"特指的压力容器爆炸"	"W36.951"	"其它暂时无法归类的"
"20920"	"YSQGBZ"	"压缩气罐爆炸"	"W36.952"	"其它暂时无法归类的"
"20921"	"RGPLZCDSS"	"软管破裂造成的损伤"	"W37.951"	"损伤"
"20922"	"QTYSZZDBZZCDSS"	"其他压缩装置的爆炸造成的损伤"	"W38.951"	"损伤"
"20923"	"BZBPYHBZS"	"爆竹(鞭炮烟花)爆炸伤"	"W39.951"	"其它暂时无法归类的"
"20924"	"ZGYHJZQYWSZQBZ"	"在工业或建筑区域瓦斯(沼气)爆炸"	"W40.651"	"其它暂时无法归类的"
"20925"	"DPYZS"	"打炮眼炸伤"	"W40.851"	"眼部疾病"
"20926"	"LGZS"	"雷管炸伤"	"W40.951"	"其它暂时无法归类的"
"20927"	"SLDYWBZS"	"手榴弹意外爆炸伤"	"W40.952"	"其它暂时无法归类的"
"20928"	"BZS"	"爆炸伤"	"W40.953"	"其它暂时无法归类的"
"20929"	"BZXQTYQDBZ"	"爆炸性气体引起的爆炸"	"W40.954"	"其它暂时无法归类的"
"20930"	"BMWBZ"	"不明物爆炸 NOS"	"W40.955"	"其它暂时无法归类的"
"20931"	"MQBZ"	"煤气爆炸"	"W40.956"	"其它暂时无法归类的"
"20932"	"BZWBZ"	"爆炸物爆炸 NOS"	"W40.957"	"其它暂时无法归类的"
"20933"	"SLPSZCDSS"	"水力喷射造成的损伤"	"W41.951"	"损伤"
"20934"	"SBZCDSS"	"声波造成的损伤"	"W42.951"	"损伤"
"20935"	"ZDYQDSS"	"震动引起的损伤"	"W43.951"	"损伤"
"20936"	"YWJRQTQK"	"异物进入其他腔口"	"W44.951"	"口部疾病"
"20937"	"YWYWJRYJQFSQ"	"异物意外进入眼及其附属器"	"W44.952"	"眼部疾病"
"20938"	"SDNYW"	"食道内异物"	"W44.953"	"食道疾病"
"20939"	"XHDNYW"	"消化道内异物"	"W44.954"	"消化道疾病"
"20940"	"MNDNYW"	"泌尿道内异物"	"W44.955"	"尿道疾病"
"20941"	"QGNYW"	"气管内异物"	"W44.956"	"其它气管病"
"20942"	"DZJPFJRTN"	"钉子经皮肤进入体内"	"W45.951"	"皮肤病"
"20943"	"QGHCCQXYQDSG"	"切割和穿刺器械引起的事故"	"W45.952"	"其它暂时无法归类的"
"20944"	"QGS"	"切割伤"	"W45.953"	"其它暂时无法归类的"
"20945"	"YCDZLYQDSS"	"异常的重力引起的损伤"	"W49.951"	"损伤"
"20946"	"ZTYYDZQJS"	"在体育运动中拳击伤"	"W50.351"	"其它暂时无法归类的"
"20947"	"BBRODBBKJH"	"被别人欧打 (不包括加害 X85-Y09)"	"W50.951"	"其它暂时无法归类的"
"20948"	"BJZYDRWZHZRWZJ"	"被静止(运动)人物撞或撞人物撞击"	"W51.951"	"其它暂时无法归类的"
"20949"	"RQJHYQDSS"	"人群惊慌引起的损伤"	"W52.851"	"损伤"
"20950"	"SYS"	"鼠咬伤"	"W53.951"	"咬伤"
"20951"	"GYS"	"狗咬伤"	"W54.951"	"咬伤"
"20952"	"QTBRDWYS"	"其他哺乳动物咬伤"	"W55.951"	"咬伤"
"20953"	"BNSS"	"被牛损伤"	"W55.952"	"损伤"
"20954"	"SYYS"	"鲨鱼咬伤"	"W56.851"	"咬伤"
"20955"	"BHYDWYS"	"被海洋动物咬伤"	"W56.852"	"咬伤"
"20956"	"WDJZDWYS"	"无毒节肢动物咬伤"	"W57.951"	"咬伤"
"20957"	"BEYYS"	"被鳄鱼咬伤"	"W58.951"	"咬伤"
"20958"	"BWDSHXYYS"	"被无毒蛇或蜥蜴咬伤"	"W59.951"	"咬伤"
"20959"	"BSZDQTWTCS"	"被树枝等其他物体刺伤"	"W60.951"	"其它暂时无法归类的"
"20960"	"NZS"	"鸟啄伤"	"W64.951"	"其它暂时无法归类的"
"20961"	"DWYSHZCSS"	"动物咬伤或造成损伤 NOS"	"W64.952"	"损伤"
"20962"	"TZDDWYQDSS"	"特指的动物引起的损伤"	"W64.953"	"损伤"
"20963"	"FJZDWYS"	"非节肢动物咬伤"	"W64.954"	"咬伤"
"20964"	"ZJZZPNYS"	"在家中澡盆内淹死"	"W65.051"	"其它暂时无法归类的"
"20965"	"ZTYHYDQYYYCYS"	"在体育或运动区域游泳池淹死"	"W65.351"	"其它暂时无法归类的"
"20966"	"LRYPHYN"	"落入浴盆后淹溺"	"W66.951"	"其它暂时无法归类的"
"20967"	"ZYYCZYN"	"在游泳池中淹溺"	"W67.351"	"其它暂时无法归类的"
"20968"	"LRYYCHYN"	"落入游泳池后淹溺"	"W68.351"	"其它暂时无法归类的"
"20969"	"ZYYYLSYSHCM"	"在游泳娱乐时淹死和沉没"	"W69.851"	"其它暂时无法归类的"
"20970"	"ZHSJSSYSHCM"	"在海上救生时淹死和沉没"	"W69.852"	"其它暂时无法归类的"
"20971"	"ZHSSYSHCM"	"在滑水时淹死和沉没"	"W69.853"	"其它暂时无法归类的"
"20972"	"ZQYYDSYSHCM"	"在潜游运动时淹死和沉没"	"W69.854"	"其它暂时无法归类的"
"20973"	"LRZRSYHYN"	"落入自然水域后淹溺"	"W70.851"	"其它暂时无法归类的"
"20974"	"LRSKYN"	"落入水库淹溺"	"W73.851"	"其它暂时无法归类的"
"20975"	"YYSNS"	"游泳时溺水"	"W74.951"	"其它暂时无法归类的"
"20976"	"NSLSYN"	"溺水(落水)、淹溺"	"W74.952"	"其它暂时无法归类的"
"20977"	"ZJZCSHYLNJXXZX"	"在家中床上或摇篮内机械性窒息"	"W75.051"	"其它暂时无法归类的"
"20978"	"QTYWXDHJZ"	"其他意外悬吊和绞窄"	"W76.951"	"其它暂时无法归类的"
"20979"	"TFBZX"	"塌方伴窒息"	"W77.851"	"其它暂时无法归类的"
"20980"	"QBDTS"	"墙壁倒塌伤"	"W77.951"	"其它暂时无法归类的"
"20981"	"SKZS"	"石块砸伤"	"W77.952"	"其它暂时无法归类的"
"20982"	"SMZS"	"树木砸伤"	"W77.953"	"其它暂时无法归类的"
"20983"	"ZXYOTWYQ"	"窒息，由呕吐物引起"	"W78.951"	"其它暂时无法归类的"
"20984"	"XRHYXSWYQHXDGZ"	"吸入或咽下食物引起呼吸道梗阻"	"W79.951"	"其它咽部疾病"
"20985"	"XRHYXTHYWYQDHXDGZ"	"吸入或咽下痰或异物引起的呼吸道梗阻"	"W80.951"	"其它咽部疾病"
"20986"	"XRYWYQDHXDGZ"	"吸入异物引起的呼吸道梗阻"	"W80.952"	"其它呼吸疾病"
"20987"	"KQQFYQDJXXZX"	"空气缺乏引起的机械性窒息"	"W81.951"	"其它暂时无法归类的"
"20988"	"YSLYQDJXXZX"	"由塑料引起的机械性窒息"	"W83.951"	"其它暂时无法归类的"
"20989"	"YWZX"	"意外窒息"	"W84.951"	"其它暂时无法归类的"
"20990"	"SDXLSHYQDSG"	"输电线路损坏引起的事故"	"W85.851"	"其它暂时无法归类的"
"20991"	"GYYDYQDSG"	"工业用电引起的事故"	"W86.651"	"其它暂时无法归类的"
"20992"	"QTYDYQDSGDXK"	"其他用电引起的事故(电休克)"	"W87.951"	"休克"
"20993"	"DCHXZDLFSYQDSS"	"电磁和Ｘ线致电离辐射引起的损伤"	"W88.851"	"损伤"
"20994"	"FSXTWSFSYQDSS"	"放射性同位素辐射引起的损伤"	"W88.852"	"损伤"
"20995"	"XDCYQDLFSSS"	"Ｘ线、电磁引起电离辐射烧伤"	"W88.951"	"烧伤"
"20996"	"FSXSH"	"放射性损害 NOS"	"W88.952"	"其它暂时无法归类的"
"20997"	"JSQYQSS"	"加速器引起烧伤"	"W88.953"	"烧伤"
"20998"	"DLLZLYQDSS"	"电离粒子流引起的损伤"	"W88.954"	"损伤"
"20999"	"ZWXFSYQDSS"	"紫外线辐射引起的损伤"	"W89.951"	"损伤"
"21000"	"HWXFSYQDSS"	"红外线辐射引起的损伤"	"W90.951"	"损伤"
"21001"	"JGFSYQDSS"	"激光辐射引起的损伤"	"W90.952"	"损伤"
"21002"	"SPFSYQDSS"	"射频辐射引起的损伤"	"W90.953"	"损伤"
"21003"	"FSYQDSS"	"辐射引起的损伤"	"W91.951"	"损伤"
"21004"	"QHHRWRYDGW"	"气候或人为热源的高温"	"W92.951"	"其它热病"
"21005"	"CSJBLYLDZZZCDSS"	"长时间暴露于冷冻装置造成的损伤"	"W93.851"	"损伤"
"21006"	"RWLYXY"	"人为冷源效应"	"W93.951"	"其它暂时无法归类的"
"21007"	"JZHCQDLZGYYQDGSBQY"	"居住或长期逗留在高原引起的高山病(缺氧)"	"W94.851"	"其它疾病"
"21008"	"FXQNYLGBYQDBB"	"飞行器内压力改变引起的病变"	"W94.852"	"其它疾病"
"21009"	"QSYQDBB"	"潜水引起的病变"	"W94.853"	"其它疾病"
"21010"	"WTZYYDQYGBYQDBB"	"未特指原因的气压改变引起的病变"	"W94.951"	"其它疾病"
"21011"	"FXYBYYFXQYGBYQDJB"	"飞行员病(由于飞行气压改变引起的疾病) (T70.203)"	"W94.952"	"其它疾病"
"21012"	"HKB"	"航空病 (T70.204)"	"W94.953"	"其它疾病"
"21013"	"BLYWTZDRWHJYSXDSS"	"暴露于未特指的人为环境因素下的损伤"	"W99.951"	"损伤"
"21014"	"ZZSHCSDJLYXYCZD"	"住宅失火产生的聚氯乙烯烟尘中毒"	"X00.051"	"中毒"
"21015"	"ZZSHCSDYYHTZD"	"住宅失火产生的一氧化碳中毒"	"X00.052"	"中毒"
"21016"	"ZZSHYQDBZ"	"住宅失火引起的爆炸"	"X00.053"	"其它暂时无法归类的"
"21017"	"ZZSHYQDSS"	"住宅失火引起的烧伤"	"X00.054"	"烧伤"
"21018"	"FJZWDSHSLMCKQCY"	"非建筑物的失火(森林，牧场，矿区，草原)"	"X01.851"	"其它暂时无法归类的"
"21019"	"FZZJZWSH"	"非住宅建筑物失火"	"X01.951"	"其它暂时无法归类的"
"21020"	"FZZSHCSDJLYXYCZD"	"非住宅失火产生的聚氯乙烯烟尘中毒"	"X01.952"	"中毒"
"21021"	"FZZSHCSDYYHTZD"	"非住宅失火产生的一氧化碳中毒"	"X01.953"	"中毒"
"21022"	"FZZSHYQDBZ"	"非住宅失火引起的爆炸"	"X01.954"	"其它暂时无法归类的"
"21023"	"FZZSHYQDSS"	"非住宅失火引起的烧伤"	"X01.955"	"烧伤"
"21024"	"SRZCKZXRSBLLZYQDSG"	"私人住处控制性燃烧(壁炉、炉子)引起的事故"	"X02.051"	"其它暂时无法归类的"
"21025"	"QTHWTZDJZWNDKZXRSYQD"	"其他和未特指的建筑物内的控制性燃烧引起的事故"	"X02.951"	"其它暂时无法归类的"
"21026"	"BZJZWHJGNDKZXRSZPSHY"	"不在建筑物或结构内的控制性燃烧(帐篷失火)引起的事故"	"X03.951"	"其它暂时无法归类的"
"21027"	"YRCLZH"	"易燃材料着火"	"X04.951"	"其它暂时无法归类的"
"21028"	"QTGDYRWRSYQDSS"	"其他高度易燃物燃烧引起的烧伤"	"X04.952"	"烧伤"
"21029"	"JJQHYQDSS"	"酒精起火引起的烧伤"	"X04.953"	"烧伤"
"21030"	"QYQHYQDSS"	"汽油起火引起的烧伤"	"X04.954"	"烧伤"
"21031"	"CPZH"	"床铺着火"	"X05.051"	"其它暂时无法归类的"
"21032"	"ZZNHYYQYZYPZHDSG"	"住宅内火源引起衣着用品着火的事故"	"X06.051"	"其它暂时无法归类的"
"21033"	"FJZWDSHYQYZYPZHDSG"	"非建筑物的失火引起衣着用品着火的事故"	"X06.951"	"其它暂时无法归类的"
"21034"	"FZZNHYYQYZYPZHDSG"	"非住宅内火源引起衣着用品着火的事故"	"X06.952"	"其它暂时无法归类的"
"21035"	"LZYRYFDSS"	"蜡烛引燃衣服的烧伤"	"X06.953"	"烧伤"
"21036"	"QTHYYQYZYPZHDSG"	"其他火源引起衣着用品着火的事故"	"X06.954"	"其它暂时无法归类的"
"21037"	"HYDYZYPZHDSG"	"火源的衣着用品着火的事故 NOS"	"X06.955"	"其它暂时无法归类的"
"21038"	"YTYQDHZSG"	"烟头引起的火灾事故"	"X08.951"	"头部疾病"
"21039"	"RSYQDSG"	"燃烧引起的事故 NOS"	"X09.951"	"其它暂时无法归类的"
"21040"	"JCRSWYYQDTS"	"接触热食物油引起的烫伤"	"X10.951"	"其它热病"
"21041"	"ZJZYSBRSTS"	"在家中浴室被热水烫伤"	"X11.051"	"其它热病"
"21042"	"ZJZLSJRDSYQDTS"	"在家中炉上加热的水引起的烫伤"	"X12.051"	"其它热病"
"21043"	"FSTS"	"沸水烫伤"	"X12.951"	"其它暂时无法归类的"
"21044"	"RYQYQSS"	"热液气引起烧伤"	"X12.952"	"烧伤"
"21045"	"JCRZQYQDTS"	"接触热蒸气引起的烫伤"	"X13.951"	"其它热病"
"21046"	"JCRKQYQDSS"	"接触热空气引起的损伤"	"X14.951"	"损伤"
"21047"	"JCRJYDQYDYQDSG"	"接触热家用电器用电引起的事故"	"X15.051"	"其它热病"
"21048"	"JCRQNQYQDSS"	"接触热取暖器引起的损伤"	"X16.951"	"损伤"
"21049"	"JCRDFDJYQDSS"	"接触热的发动机引起的损伤"	"X17.951"	"损伤"
"21050"	"JCRHDJSTS"	"接触溶化的金属烫伤"	"X18.951"	"其它暂时无法归类的"
"21051"	"JCQTRWSTS"	"接触其他热物烧(烫)伤"	"X19.951"	"其它热病"
"21052"	"JCWTZRWDTS"	"接触未特指热物的烫伤"	"X19.952"	"其它热病"
"21053"	"HSYS"	"海蛇咬伤"	"X20.951"	"蛇咬伤"
"21054"	"JCDSHXYYQDSS"	"接触毒蛇和蜥蜴引起的损伤"	"X20.952"	"损伤"
"21055"	"JCYDZZDYQDSS"	"接触有毒蜘蛛的引起的损伤"	"X21.951"	"损伤"
"21056"	"JCXYQDSS"	"接触蝎引起的损伤"	"X22.951"	"损伤"
"21057"	"JCFLYQDSS"	"接触蜂类引起的损伤"	"X23.951"	"损伤"
"21058"	"JCWGYQDSS"	"接触蜈蚣引起的损伤"	"X24.951"	"损伤"
"21059"	"JCMDWYQDSS"	"接触蚂蚁动物引起的损伤"	"X25.951"	"损伤"
"21060"	"DYYS"	"毒鱼咬伤"	"X26.951"	"咬伤"
"21061"	"SMZS"	"水母蜇伤"	"X26.952"	"其它暂时无法归类的"
"21062"	"YDHSDWHZWDZD"	"有毒海生动物或植物的中毒"	"X26.953"	"中毒"
"21063"	"JCYDDGBYWZD"	"接触有毒的蛤贝意外中毒 (T63.651)"	"X26.954"	"中毒"
"21064"	"YDHSDWHZWYQDSS"	"有毒海生动物和植物引起的损伤"	"X26.955"	"损伤"
"21065"	"JCYDZD"	"接触鱼胆中毒 (T61.051)"	"X27.951"	"胆囊疾病"
"21066"	"JCYDXZD"	"接触有毒蕈中毒"	"X28.951"	"中毒"
"21067"	"JCQTZWYQDZDHDXXY"	"接触其他植物引起的中毒和毒性效应"	"X28.952"	"中毒"
"21068"	"JCYDDWHZWDZD"	"接触有毒动物或植物的中毒"	"X29.951"	"中毒"
"21069"	"BLYYDDWHZWDSSHYS"	"暴露于有毒动物或植物的螫伤或咬伤"	"X29.952"	"咬伤"
"21070"	"YDDWYS"	"有毒动物咬伤"	"X29.953"	"咬伤"
"21071"	"ZRRYXYYQDSS"	"自然热源效应引起的损伤"	"X30.951"	"损伤"
"21072"	"BLYQHYQDGWGR"	"暴露于气候引起的高温(过热)"	"X30.952"	"其它热病"
"21073"	"BLYWTZDZRRYDGW"	"暴露于未特指的自然热源的高温"	"X30.953"	"其它热病"
"21074"	"ZRLYXYYQDSS"	"自然冷源效应引起的损伤"	"X31.951"	"损伤"
"21075"	"BLYQHGDLHYQDSS"	"暴露于气候过度冷寒引起的损伤"	"X31.952"	"损伤"
"21076"	"BLYWTZDHLZRYQDSS"	"暴露于未特指的寒冷自然引起的损伤"	"X31.953"	"损伤"
"21077"	"ZS"	"中暑"	"X32.951"	"其它暂时无法归类的"
"21078"	"LDJS"	"雷电击伤"	"X33.951"	"其它暂时无法归类的"
"21079"	"DZSHZ"	"地震受害者"	"X34.951"	"其它暂时无法归类的"
"21080"	"HSBFSHZ"	"火山爆发受害者"	"X35.951"	"其它暂时无法归类的"
"21081"	"ZNXDNSLSHZ"	"灾难性的泥石流受害者"	"X36.951"	"其它暂时无法归类的"
"21082"	"ZNXDMYDHPF"	"灾难性地面运动和喷发"	"X36.952"	"其它暂时无法归类的"
"21083"	"BFXYSZSS"	"暴风雪雨所致损伤"	"X37.951"	"损伤"
"21084"	"BBXJ"	"冰雹袭击"	"X37.952"	"其它暂时无法归类的"
"21085"	"ZNXBFYHHSDSHZ"	"灾难性暴风雨和洪水的受害者"	"X38.951"	"其它暂时无法归类的"
"21086"	"ZRFSYQDSS"	"自然辐射引起的损伤"	"X39.951"	"损伤"
"21087"	"ZTYYWZD"	"止痛药意外中毒 (T39.851)"	"X40.951"	"中毒"
"21088"	"PYTBNZXYTYWZD"	"扑炎痛[贝诺酯](消炎痛)意外中毒 (T39.052)"	"X40.952"	"中毒"
"21089"	"ASPLYXSYSYWZD"	"阿斯匹林[乙酰水杨酸]意外中毒 (T39.051)"	"X40.953"	"中毒"
"21090"	"AJBLPLMDYWZD"	"氨基比林[匹拉米洞]意外中毒 (T39.251)"	"X40.954"	"中毒"
"21091"	"PRXTDYXAJBYMYWZD"	"扑热息痛[对乙酰氨基苯乙醚]意外中毒 (T39.152)"	"X40.955"	"中毒"
"21092"	"FFAJBLYWZD"	"复方氨基比林意外中毒 (T39.253)"	"X40.956"	"中毒"
"21093"	"TKNYWZD"	"痛可宁意外中毒 (T39.801)"	"X40.957"	"中毒"
"21094"	"FPDBYWZD"	"氟哌丁苯意外中毒 (T43.451)"	"X41.951"	"中毒"
"21095"	"QTADJYWZD"	"其他安定剂意外中毒 (T43.502)"	"X41.952"	"中毒"
"21096"	"KFYYWZD"	"咖啡因意外中毒 (T43.652)"	"X41.953"	"中毒"
"21097"	"KYYYYWZD"	"抗忧郁药意外中毒 (T43.552)"	"X41.954"	"中毒"
"21098"	"ADYWZD"	"安定意外中毒 (T42.406)"	"X41.955"	"中毒"
